activity_text,top_sdg,top_score,source_file
"Daniel Baker General Manager, Engineering & HorƟculture City of Mitcham Aaron Wood Manager Assets & OperaƟons City of Unley The Board appoints a Project Director who is responsible for implemenƟng the decisions of the Board and managing the operaƟonal requirements of the project",17,0.8886933326721191,SA_Unknown_Urban_2024_alignment
"Nutrition Program A revamped fresh food menu was introduced, eliminating processed foods, packaged items, and high-sugar options While the children required some time to adjust, parent and caregiver feedback has been overwhelmingly positive, welcoming the healthier approach and reinforcing our commitment to nutritious meal offerings",2,0.9918241801857948,QLD_Unknown_Rural_2024_alignment
"5 additional staff employed since May 2024, 4 of the staff have completed pest managing training and have now acquired a pest treatment license",17,0.5730999012788137,QLD_Unknown_Rural_2024_alignment
"In preparation of these projects, Council will be constructing seven transitional houses, which are critical in addressing accommodation needs while the Ambrym Street project is undertaken, as well as our current upgrade program for existing social housing The “Healthy Housing” program has continued in conjunction with a number of State Government departments and community organisations, with the eventual outcome being that all social housing will be included in this program",11,0.839233197748661,QLD_Unknown_Rural_2024_alignment
"I encourage contractors, workers and staff to drop in to discuss any issue with me at any time The carpet in my office is looking worse for wear though, LOL",17,0.3494384884834289,QLD_Unknown_Rural_2024_alignment
Various other projects have been completed with one of those being the fencing upgrade to the cemetery The Work 4 Queensland funding is of great benefit to our community and provides funding for community improvements as well as employment opportunities for some Yarrabah locals,17,0.774522473414739,QLD_Unknown_Rural_2024_alignment
"Recently, two staff members completed their Certificate III and Diploma in Early Childhood Learning, with another staff member set to begin her Diploma in November",4,0.9987362921237946,QLD_Unknown_Rural_2024_alignment
"During the project, Council’s team of laboratory officers and scientists collaborated with the Townsville Airport officers and environmental scientists, to adapt their processes and enhance the lab’s capabilities, to meet the needs of external clients and the increasing global demand for ESdat With the shift to ESdat, Council analysts and clients can more efficiently analyse, report and share data while ensuring the highest level of quality control The successful implementation secured TLS a spot among some of the largest laboratories in the world on the Earth Science Information Systems website",9,0.699822504401207,QLD_Unknown__2024_alignment
"soil amelioration, which will reduce erosion, aid water penetration, promote plant growth and improved soil quality to support native vegetation and trees which will in turn stabilise the banks",15,0.8920249044895172,QLD_Unknown__2024_alignment
"Work Health and Safety Management System Council has established a Work Health and Safety Management System (WHSMS) comprising a set of policies, procedures and processes to systematically manage health and safety within Council This approach is a way to help meet Council’s duties and responsibilities under the Work Health and Safety Act 2011 The scope of the WHSMS applies to Council workers, contractors, sub-contractors, apprentices, trainees, volunteers, work experience students and others who may affect or be affected by Council workplaces or Council work activities",17,0.6588694453239441,QLD_Unknown__2024_alignment
"Purpose of this report This Operations Report is designed to provide an overview of the operations and performance of Water Services for the 2023/24 financial year, as measured against its Annual Performance Plan",6,0.9952057626843452,QLD_Unknown__2024_alignment
"In accordance with section 45(b) of the Local Government Act 2009, Council has established commercial business units for its significant water and resource recovery business activities",6,0.9923310477733612,QLD_Unknown__2024_alignment
"To address fire risk in bins, Resource Recovery has also produced social media messaging about keeping combustible items and batteries out of bins, educating community on the correct disposal",12,0.9927623116970062,QLD_Unknown__2024_alignment
"Exposure to financial risks is managed in accordance with Council approved policies on financial risk management These policies focus on managing the volatility of financial markets and seek to minimise potential adverse effects on the financial performance of Council These methods include sensitivity analysis in the case of market risk, ageing analysis for credit risk and short term investment strategies to ensure sufficient funds are available to meet short term liquidity requirements",8,0.4956250429153442,QLD_Unknown__2024_alignment
"Enables our people to work in a safe, healthy and productive environment, one that results in a functional, effective and efficient workforce capable of delivering our community needs and obligations",17,0.9031434853871664,VIC_Unknown_Urban_2025_alignment
"Wyndham City Council delivers a breadth of services to its community, from waste collection, parks and open space, community centres through to libraries",11,1.0,VIC_Unknown_Urban_2025_alignment
"Creates public value through the attraction of state, federal and commercial investment that provides an uplift to the local community and economy by way of jobs, enabling infrastructure and liveability",17,0.9965050220489502,VIC_Unknown_Urban_2025_alignment
"Complete a program of service reviews which delivers a set of efficiencies and continuous improvement actions for implementation by every service delivered by Council The Customer Charter was launched to the community in July 2024 and reflects Council’s commitment to putting customers at the centre of all we do, ensuring responsiveness and transparency in every interaction",12,0.6870731586217881,VIC_Unknown_Urban_2025_alignment
A draft of the Tarneit Place Intervention Logic (PIL) has been prepared and is currently being reviewed with relevant Council departments engaged in the planning of infrastructure for the catchment of the Tarneit PIL The timing of reporting it to Council and putting it on community consultation will coincide with the timing (post August 2025) of the Panel Hearing for Planning Scheme Amendment C266wynd (Implementation of The Wyndham Plan into the Municipal Planning Strategy),11,0.85,VIC_Unknown_Urban_2025_alignment
"Council adopted a new Community Engagement Policy 2025-29 in June 2025, making sure the community plays a real part in shaping the decisions that affect their lives",11,0.784033718585968,VIC_Unknown_Urban_2025_alignment
Work has also been commissioned to help Council better understand the condition of kindergarten infrastructure The track provides an excellent space for riders to develop and enhance their biking techniques in a safe and structured environment and provides a fun way to be physically active,4,0.5786830385526022,VIC_Unknown_Urban_2025_alignment
"Council supports Aboriginal and Torres Strait Islander peoples’ right to self-determination, increasing cultural safety and awareness and creating opportunities to improve our services for Aboriginal and Torres Strait Islander peoples",16,0.7208691936731338,VIC_Unknown_Urban_2025_alignment
"Infrastructure Provider: deliver and maintain recreational facilities, open spaces, playgrounds, libraries and the local road, footpath and cycle network to promote a healthy lifestyle",17,0.892820159594218,VIC_Unknown_Urban_2025_alignment
"Pavilion construction The implementation of the Tarneit North Community Precinct Master Plan will provide the local community with access to a wide range of community, sport and recreation services and infrastructure in a safe, welcoming, and sustainable environment across several settings The reserve is also known as Polly Parade Reserve The provision of active open space with supporting and ancillary infrastructure has been the focus this year, including:",11,0.8259466381072998,VIC_Unknown_Urban_2025_alignment
Updated 26 September 2023 (incorporation of Election Period Policy 2024) I certify that this information presents fairly the status of Council’s governance and management arrangements,11,0.525202913582325,VIC_Unknown_Urban_2025_alignment
"Installation of forty-nine emergency defibrillators units across all Council owned facilities, including Community Centres and sporting facilities in Wyndham has been completed This provides the community with access to lifesaving emergency equipment should the need arise The Divestment and Acquisition Plan was completed in 2024 It reviews all Council landholdings and aims to identify properties that are no longer required or Strategic Area 8: Delivering Public and Excellence PERFORMANCE RESULTS OUR ORGANISATION GOVERNANCE Organisation Our Our Organisation PERFORMANCE RESULTS OUR ORGANISATION GOVERNANCE Guiding Principles Our The following principles are enshrined in the way Council approaches its role and all elements of the work it does every day, as shown in its Council Plan",3,0.6515948782364528,VIC_Unknown_Urban_2025_alignment
"Quality assurance is assessed through the monitoring of agreed KPIs, which are reported to the Committee in the annual Internal Audit Performance Report.",12,0.6550390382111073,VIC_Unknown_Urban_2025_alignment
"Throughout the life of the current GEAP, Wyndham City has met all obligations under the Gender Equality Act, including the completion of a Workplace Gender Audit every two years As part of our ongoing commitment to gender equity, Council has successfully: The Council Employee Assistance Program provides staff and their immediate family short term confidential support when needed",5,0.997221396803856,VIC_Unknown_Urban_2025_alignment
"Council’s commitment to being a Child Safe Organisation, including our Child Code of Conduct and related policies are published on Council’s website",4,0.5631188750267029,VIC_Unknown_Urban_2025_alignment
Internal audit (Independent accounting professionals engaged by Council to provide analyses and recommendations aimed at improving Council’s governance risk and management controls) Internal auditor engaged,12,0.528210342079401,VIC_Unknown_Urban_2025_alignment
"PERFORMANCE RESULTS OUR ORGANISATION GOVERNANCE Wyndham City 2024/2025 Financial Report 5.8 Leases At inception of a contract, Council assesses whether a contract is, or contains, a lease",11,0.7129580670595169,VIC_Unknown_Urban_2025_alignment
"Public Safety and Crime Prevention Prioritise and expand public safety and crime prevention measures through implementation of social cohesion programs, youth programs, and preventative community measures",16,0.9978433269262312,VIC_Unknown_Urban_2025_alignment
Develop a divestment and acquisition plan which provides options for actioning the assessments made for Council land holdings within the Werribee Portfolio Plan,7,0.4446431995431582,VIC_Unknown_Urban_2025_alignment
Financial Plan (plan under section 91 of the Act outlining the financial and non-financial resources required for at least the next 10 financial years) Adopted in accordance with section 91 of the Act,17,0.844937264919281,VIC_Unknown_Urban_2025_alignment
"Recording and Reporting Internal Financial Controls Regulation 14 (e) of the Local Government (Financial Management) Regulations 2011 states internal controls implemented by the Council provide a reasonable assurance that its financial records are complete, accurate and reliable and were effective throughout the financial year",11,0.6673720273375511,SA_Unknown_Urban_2023_alignment
Federal MP Rebekha Sharkie (Mayo) and/or members of her team were regular attendees at S&HLGA Board meetings along with the regions State government MPs Regional Research Papers and Submissions The following Papers and Submissions have been prepared on behalf of Member Councils during the course of the year: o LGA Building Capacity progress report o o Bushfire and Biodiversity final report and acquittal,15,0.993391752243042,SA_Unknown_Urban_2023_alignment
"Encouraging voter enrolment amongst the community, particularly businesses and non-resident ratepayers who may otherwise not be on the voters roll",10,0.776383439620336,SA_Unknown_Urban_2023_alignment
Representative Appointments Arts and Culture Advisory Group The Arts and Culture Advisory Group was established to assist the Council to plan and support the implementation of the Community Plan with initiatives that cultivate a vibrant community culture,4,0.536625325679779,SA_Unknown_Urban_2023_alignment
"In partnership with the Food Embassy as our key educational provider, the Library also partnered with a number of other workshop providers, Council, local community groups and individuals to offer a wide range of experiences, all related to SGER",4,0.738221138715744,SA_Unknown_Urban_2023_alignment
"Staff Member consulted Complete Partner with SA icons, and local Tourist Attractions and Venues to increase Horse Tram promotions/exposure Key Relationships developed 3.3 Marketing Actions Indicator Target Develop a One-page Marketing Plan based on Strategic Planning Workshop Findings One-Page Plan in Achieved Business Plan Seek high-level media Opportunities & Stories 5 Media Stories Ongoing Consistent Social Media Content Publication Weekly Stories Ongoing Full Marketing Plan through a consultant Plan Complete In Progress Priority 4: Office & Shop Renovation Planning The Authority intends to improve point-of-sale/customer service experience at the tram office as well as staff facilities by renovating the current office and shop facilities This will vastly improve the service, possible income streams and staff effectiveness, retention, WHS and wellbeing",17,0.6441945830980937,SA_Unknown_Urban_2023_alignment
"We engage with community through our community events and activations, customer service, social media platforms, website, publications, rates notices, community facilities and programs",17,0.8433172106742859,SA_Unknown_Urban_2023_alignment
"Internal Government Our talented internal stakeholders provide highly valued skills and knowledge to assist in the delivery of more than 100 services across the Council The City of Victor Harbor works closely with other levels of government to shape legislation, share knowledge, identify funding opportunities, and advocate for the needs of the Fleurieu Peninsula The Council is one of Victor Harbor’s biggest employers, which means many of our employees are also local residents This leads to an extremely passionate and invested workforce, committed to achieving the best outcomes",11,0.8149526496529579,SA_Unknown_Urban_2023_alignment
Limitation on Use This report has been prepared for the members of the Authority in accordance with Section 129 of the Local Government Act 1999 in relation to Internal Controls specified above,11,0.7450805895328522,SA_Unknown_Urban_2023_alignment
"Not only will this help encourage development of local groups and individuals, but it will allow Council to better showcase and celebrate the impressive initiatives and projects being delivered by community through the assistance of these grant programs",11,0.85,SA_Unknown_Urban_2023_alignment
"Range Road, Waitpinga Urban Stormwater Master Plan Three Gullies Road Improvements In 2023, the City of Victor Harbor upgraded a stretch of Three Gullies Road in Encounter Bay, from Battye Road to adjacent Mayflower Court",11,0.8291747565865516,SA_Unknown_Urban_2023_alignment
"We protect our environment Other Highlights and Activities Fleurieu Youth Climate Summit New Fire Danger Rating System From 1 September 2022, Australians were introduced to a simplified, action-oriented Fire Danger Rating System",13,0.8024907920956612,SA_Unknown_Urban_2023_alignment
Council adopted The Bluff Master Plan at the June 2023 Ordinary Council meeting The City of Victor Harbor will now commence work in 2023/24 to implement some of the actions outlined within The Bluff Master Plan.,11,0.7495146394968033,SA_Unknown_Urban_2023_alignment
Implementing actions in response to what we heard through Community Satisfaction Surveys Corporate Reporting Rural Landscape | Nicole Rix Reporting Requirements,15,0.910413960615794,SA_Unknown_Urban_2023_alignment
All of our Councils have supported the implementation of the Summer Recycling Collections program for the 2022/23 summer The program has meant that co-mingled recycling and food/garden organics (FOGO) bins were collected weekly and general waste every fortnight The community embraced the Summer Program meaning that incredibly positive results were achieved in all Council areas,12,0.9728995752334596,SA_Unknown_Urban_2023_alignment
"Develop a Communications and Engagement Plan to maximise opportunities for people to provide input through a simple, easy-to-use process Key projects that set a direction or define a position of Council, have a high level of community interest, or decisions that have significant financial implication are considered by Council to adopt a community consultation plan and commence public consultation.",11,0.85,SA_Unknown_Urban_2023_alignment
"Social Impact Highlights YMCA in partnership with Surf Lifesaving SA and other community organisations, launched the Parnggi Yarluwar Porlar (Water Ocean Kids) program, of which the Fleurieu Aquatic Centre is a proud program member This initiative offers an invaluable opportunity to up to 25 First Nations children aged 7-12 years across SA to participate in free swimming lessons during Terms 2 and 3, in addition to the Nippers program at Goolwa Surf Lifesaving Club The funding for this program is from an Office of Recreation Sport and Racing Grant, a reflection of the YMCA’s proactive approach to seeking resources to facilitate such transformative programs, bringing the opportunity to local children in our community The impressive statistic of over 13,544 lessons delivered in 2022/23 underscores our dedication to imparting essential skills in the Fleurieu community With lessons catering to a diverse age range, spanning from 6-month-old infants to adults, including those with additional support needs, we continue to offer an inclusive and welcoming space for all",14,0.8278629368543625,SA_Unknown_Urban_2023_alignment
to be updated Council Member Reporting Behavioural Standards Complaint Management Process The Behavioural Standards for Council Members (Behavioural Standards) are established by the Minister for Local Government pursuant to section 75E of the Local Government Act 1999 (the Act) These Behavioural Standards form part of the conduct management framework for Council Members under the Act,11,0.7092034867107868,SA_Unknown_Urban_2023_alignment
operation between the regions: o Develop a working relationship with the LGA Management team o Have input into sector issues o Advocate on behalf of the regions o Share information and provide collegiate support Key achievements and outcomes: o Guidance and assistance with the regional road mapping exercise,17,0.9267943104108176,SA_Unknown_Urban_2023_alignment
Promote the findings and the next steps by making reports and information on final decisions available to the community Our promise The City of Victor Harbor’s Public Consultation Policy outlines our commitment to community engagement and the principles for conducting engagement,11,0.7170183485746383,SA_Unknown_Urban_2023_alignment
"Aqua Babies was launched in February 2023 and is a free program to introduce infants aged 3-6 months old to the water, providing a nurturing and supportive environment for their initial aquatic experiences",14,0.6367526495059331,SA_Unknown_Urban_2023_alignment
"Throughout 2022/23 the project team completed extensive community consultation through which the views, stories and opinions of many were heard",17,0.9283208847045898,SA_Unknown_Urban_2023_alignment
"Decision Making Structure Recreation Centre Management Committee The Recreation Centre Management Committee has been established to provide advice to Council on the management of the City of Victor Harbor’s Recreation Centre The Committee is made up of representatives from all licensed users and groups with regular bookings, along with two Council Members",11,0.5799542531967162,SA_Unknown_Urban_2023_alignment
"Disability Access and Inclusion Advisory Committee The Disability Access and Inclusion Advisory Committee was established to assist Council in enabling people with a disability to engage in all aspects of community life, and have equitable access The Committee met four times during 2022/23",10,0.5239203099111717,SA_Unknown_Urban_2023_alignment
Mental Health First Aid Training and Development The City of Victor Harbor is a a Mental Health First Aid Australia (MHFA) Gold Skilled Workplace The City of Victor Harbor provides training and development opportunities for its employees to ensure they are able to fulfil the requirements of their roles and meet the needs of the community,3,1.0,SA_Unknown_Urban_2023_alignment
SCOTS involves the coordination of local transport and volunteers as a cost effective means of improving access to services and opportunities for people living in the local area The scheme assists people of all ages who are transport disadvantaged,11,0.782718176305294,SA_Unknown_Urban_2023_alignment
"Safety upgrades to guard railing, including rail adjustments and end terminals Road construction works commenced in mid February 2023 and were completed by May 2023 The project was funded by the SA Government’s Special Local Roads Program",11,0.7746275772452355,SA_Unknown_Urban_2023_alignment
"Jan Wendy Victor Harbor Visitor Centre Inman Valley Cemetery Scrubbers Wendy is no stranger to volunteering Since her first volunteer role in 1985, she has provided her time and expertise to a wide range of community groups and initiatives, particularly in the environmental space",17,0.7545226315657299,SA_Unknown_Urban_2023_alignment
"Social and individual support through the Caring Neighbourhood Program The Council will provide activites, programs, resources and early intervention to support young people, children and families to thrive and be active within their community.",11,0.8447403523921966,SA_Unknown_Urban_2023_alignment
"Council is planning in a manner that protects our environment, retains our heritage, and preserves our character Whether you live, work, visit or invest in Victor Harbor, you will know that this is a truly special place As a seaside city, blessed with more than 30km of stunning coastline, we continue to explore and invest in the blue economy",11,0.5729913642406463,SA_Unknown_Urban_2023_alignment
"We engage with internal stakeholders through weekly Council Member Updates (email), weekly Staff Updates (email), department meetings, publications, intranet, briefing sessions and internal events",8,0.4247501539997756,SA_Unknown_Urban_2023_alignment
"We manage growth and change responsibly Other Highlights and Activities Top Tourism Town Award This change is a result of a significant level of investment in Victor Harbor, not only by Council but by all levels of government",8,0.6035447388887406,SA_Unknown_Urban_2023_alignment
"Fleurieu Families also delivered a range of free training sessions and courses to educate local families/parents/children and offer support Further work was undertaken in the disability access and inclusion space throughout the year, including the continued implementation of the Council’s Disability Access and Inclusion Plan 2020-24 This includes two eight-week ‘Circle of Security’ workshops, aimed to help parents enjoy a fulfilling relationship with their child It also includes two, two",8,0.7660108854373296,SA_Unknown_Urban_2023_alignment
"LGR s190(1)(h) the report on the internal audit for the financial year Internal Audit provides the Audit Committee, Chief Executive Officer and Senior Management with the assurance that Council’s internal control systems are efficient, effective, economically viable and risks are understood / managed",11,0.5874637949466706,QLD_Unknown_Rural_2023_alignment
"LGR s189 (2)(a) the total amount budgeted for the financial year as the local government’s discretionary funds LGR s189(2)(b) the prescribed amount (0.1% of the local government’s revenue from general rates for the previous financial year) for the local government for the financial year Nil Report LGR s189(2)(c) the total amount of discretionary funds budgeted for the financial year for councillors to allocate for each of the following purposes Nil report LGR s189(2)(c)(i) capital works of the local government that are for a community purpose Nil report LGR s189(2)(c)(ii) other community purposes Nil Report LGR s189(2)(d) the amount of discretionary funds budgeted for use by each councillor for the financial year Nil Report LGR s189(2)(e) if a councillor allocates discretionary funds in the financial year: LGR s189(2)(e)(i) the amount allocated Nil Report LGR s189(2)(e)(ii) the date the amount was allocated Nil Report LGR s189(2)(e)(iii) the way mentioned in section 202(1) in which the amount was allocated Nil Report LGR s189(2)(e)(iv) if the amount was allocated to a person or organisation—the name of the person or organisation to whom the allocation was made Nil Report LGR s189(2)(e)(v) the purpose for which the amount was allocated, including sufficient details to identify how the funds were, or are to be, spent Nil Report Implementing the Corporate Plan LGR s190(1)(a) the chief executive officer's assessment of the local government's progress towards implementing its 5-year corporate plan and annual operational plan On 15 June 2022, Council endorsed the Corporate plan 2022 The Corporate Plan sets the strategic direction and priorities for Yarrabah Aboriginal Shire Council for the next five years and focuses on the contribution that Council will make in realising the vision for Yarrabah The Corporate Plan is based on three Themes",17,0.9715340534845988,QLD_Unknown_Rural_2023_alignment
"I am happy to present the Annual Report for the Yarrabah Aboriginal Shire Council for the year ended 30 June 2023 This report is prepared in accordance to Section 182 of the Queensland Local Government Regulation 2012 and provides a detailed account of councils’ functions and performance Despite the challenges, such as budgetary impacts of rising material and labour costs, the focus has been on sustainability, resulting in a budget surplus and unqualified audit as shown in our financial reports for this year As mentioned by the Mayor, the commencement of the financial year involved a co-design approach between Council, Tropical Public Health Service (Queensland Health), Department of Energy & Public Works, Department of Communities, Housing & Digital Economy and other local organisations including Gurriny Yealamucka Health Service, the Yarrabah State School and Yarrabah Leaders Forum to develop a pilot “Healthy Housing” program The program saw the inspection of about 100 households in community These inspections took a holistic view of the participating households, addressing conditions as well as healthy living practices and taking a pro-active approach to address identified issues",11,0.8291862632036209,QLD_Unknown_Rural_2023_alignment
On-Track Working with the Rural Fire Service and Fire and Rescue NSW enabled various fuel reduction pile burns and dissemination of information to local area communities,7,0.9147809412082036,NSW_Unknown_Urban_2025_alignment
"Together, the Youth Forum will deliver projects, campaigns and events based on a priority agenda developed together early in their term",17,0.9808916846911112,NSW_Unknown_Urban_2025_alignment
"Annual Progress Update A new membership campaign was launched to grow engagement, with initial outreach through flyer inserts in rates notices, followed by a city centre poster campaign and social media promotion The campaign highlights the many benefits of library membership and aims to reach new audiences",17,0.5727084477742513,NSW_Unknown_Urban_2025_alignment
"Located in Stage 5, it provides approval for eight development stages with the potential for 1,600 residential lots This approval also includes consent for the Stage 1 subdivision, which will deliver 113 residential lots",11,0.8172718733549118,NSW_Unknown_Urban_2025_alignment
2025 Update Actions Status Comment Deliver civic activities which recognise and celebrate the city’s people Council delivered 16 events and civic activities throughout the year to recognise and celebrate the city’s people,11,0.8352872149944305,NSW_Unknown_Urban_2025_alignment
"Following this, a permanent position was established with the recruitment targeted specifically at people with intellectual disability This recruitment included an Easy Read information pack, meet and greet and customised interview and onboarding process.",17,0.6315784156322479,NSW_Unknown_Urban_2025_alignment
"On-Track In response to access changes linked to construction of The Globe development, Council delivered a dedicated communications and marketing campaign to support Globe Lane businesses This included updated web content, social media promotion, editorial support in local publications and radio advertising",11,0.5268310827612878,NSW_Unknown_Urban_2025_alignment
"On-Track A post implementation survey is planned for mid-2025-2026 financial year, in order to evaluate the success of the project from a customer perspective and further potential improvements",17,0.8180207510789236,NSW_Unknown_Urban_2025_alignment
"Detailed design is required to support the development of a future business case for funding As part of this project, Council staff also reviewed a concept design for a route between Figtree and Coniston Train Station and are now awaiting the next steps in design development The draft Lake Illawarra Shared Path Masterplan will be finalised in 2025",11,0.5824392664432525,NSW_Unknown_Urban_2025_alignment
"Council provides the internal audit function with direct and unrestricted Compliant access to staff, the audit, risk and improvement committee, and the information and resources necessary to undertake internal audit activities (section 216P of the Local Government (General) Regulation 2021)",11,0.73887867051363,NSW_Unknown_Urban_2025_alignment
"An Occupational Violence Prevention Program was implemented and a Psychosocial Hazard Procedure endorsed, with related training to be delivered in the upcoming year.",3,0.8929174939791362,NSW_Unknown_Urban_2025_alignment
"Libraries and Community Facilities Friends of Wollongong Library To encourage an interest in books, build links between the library and the community, promote library services and collections, and sponsor special events to build community interest in reading and the library",4,0.841702808936437,NSW_Unknown_Urban_2025_alignment
"Council’s audit, risk and improvement committee reviews the implementation of its risk management framework and provides a strategic assessment of its effectiveness to the governing body each council term (section 216S of the Local Government (General) Regulation 2021)",11,0.8149791479706764,NSW_Unknown_Urban_2025_alignment
"Work Health Safety Operations completed a project on updating risk assessments, with a total of 46 risk assessments being developed and/or reviewed to ensure alignment with current operational hazards and control measures",3,1.0,NSW_Unknown_Urban_2025_alignment
"Opportunities for community participation in Urban Greening actions were facilitated These included National Tree Day, Poem Forest days with schools and special community planting events around key sites such as Lake Illawarra, Puckeys Estate",17,0.8981596430142721,NSW_Unknown_Urban_2025_alignment
"National Aboriginal and Islanders Day Observance Committee (NAIDOC) small grants for not-for-profit groups holding community events during NAIDOC Week were provided This program aims to get as many people as possible involved in NAIDOC Week and celebrate the history, culture and achievements of the local Aboriginal and Torres Strait Islander communities",17,0.7811894516150157,NSW_Unknown_Urban_2025_alignment
"Throughout the year a range of guiding policies and documents were approved by the Council, including the Councillor Expenses Policy, Privacy Management Plan and the Risk Appetite Statement",12,0.4556222157925367,NSW_Unknown_Urban_2025_alignment
"Prepare the Coastal Management Program for the Wollongong Open Coast On-Track Several technical studies were completed throughout the year as part of Stage 2 of the Wollongong Coastal Management Program These included the Coastal and Estuary Processes Study, Cliff Instability Study, Coastal Entrance and Estuary Foreshore Erosion Study, Coastal and Tidal Inundation Study, and the Aboriginal Coastal Cultural Values Report",14,0.6534874885976314,NSW_Unknown_Urban_2025_alignment
Has your entity updated its modern slavery policies or procedures based on stakeholder feedback or lessons from a grievance mechanism during this period,10,0.744254757742087,NSW_Unknown_Urban_2025_alignment
"On-Track Provide opportunities for young people to develop skills, experience and exposure in creative industries Team Ignite participants supported and delivered various events with highlights including Youth Week Awards, Youth Week Markets, Teach Me How Gig, Rainbow Formal, Back to School Jams, Acoustic Sessions, Purple Fair Day and Music for the Mind",9,0.7188800780574481,NSW_Unknown_Urban_2025_alignment
"A cross organisational review of the status of all Supporting Documents was completed during the September quarter, to inform the development of the Delivery Program",17,0.8627061049143474,NSW_Unknown_Urban_2025_alignment
"Each exhibition was supported by a program of talks, performances, and the commencement of a free film program, kicked off with a presentation of Hello Dankness by the New York-based Australian collective Soda Jerk",17,0.5309560894966125,NSW_Unknown_Urban_2025_alignment
"Delivered a range of programs at our libraries that were AUSLAN interpreted, including Let’s Try, Drawing with a Drag Queen and an identity safety workshop.",17,0.6487078468004863,NSW_Unknown_Urban_2025_alignment
"Annual Progress Update Staff delivered a range of public health and safety services throughout 2024–2025, including the implementation of health, parking compliance and environmental programs",3,0.9706624209880828,NSW_Unknown_Urban_2025_alignment
"A 21-year licence has been granted to the Stingrays following public exhibition and Council adoption, with a Heads of Agreement also signed",14,0.8168846928377946,NSW_Unknown_Urban_2025_alignment
"Council has adopted terms of reference for its audit, risk and improvement committee that are informed by the model terms of reference approved by the Departmental Chief Executive of the Office of Local Government and the committee operates in accordance with the terms of reference (section 216K of the Local Government (General) Regulation 2021)",11,0.8409030256867408,NSW_Unknown_Urban_2025_alignment
"Relief from certain fees was introduced for emergency, affordable and accessible housing in association with adoption of the West Dapto Development Contributions Plan (2025)",11,0.8406410871148109,NSW_Unknown_Urban_2025_alignment
Council partnered with University of Wollongong to deliver education on psychological safety and psychosocial hazards in the workplace This will enable ongoing positive duty toward health in the workplace with its leadership team,3,1.0,NSW_Unknown_Urban_2025_alignment
Community Recycling Centre activities have been expanded to include polystyrene and embedded battery collections and an expanded list of e-waste items,12,0.9890069022774696,NSW_Unknown_Urban_2025_alignment
"Delayed Deliver amenities upgrade at Thomas Gibson Park, Thirroul On-Track The tender process for construction was completed, and construction is underway for planed completion in 2026",7,0.5638066318631172,NSW_Unknown_Urban_2025_alignment
"During the financial year, Council commenced a feasibility review of the Beaton Park Regional Precinct Masterplan, alongside the development of the Aquatic Facilities and Indoor Sports Strategy These documents aim to guide future investment and service delivery Once adopted, they will provide updated insights to inform and align the progression and finalisation of concept planning The project will remain deferred until the finalisation of the above strategies, expected in March 2026",11,0.8017516225576401,NSW_Unknown_Urban_2025_alignment
Support was provided for the Old Boys Social Club which includes a range of activities for older men to connect such as a volunteer led weekly gatherings in the library The Paint the Gong ReAD tent was delivered at various events and locations,5,0.8938045510649681,NSW_Unknown_Urban_2025_alignment
"Site visits were completed in May 2025 to confirm the scope of works, and concept design is currently underway, with detailed design to follow The refurbishment is financial years, as outlined in Council’s Infrastructure Delivery Program",9,0.8231698245207468,NSW_Unknown_Urban_2025_alignment
"2025 Update Actions Status Comment Review and deliver the Reconciliation Action A wide range of reconciliation initiatives were delivered throughout the year along with supporting community led events during National Aboriginal and Islanders Day Observance Committee (NAIDOC) Week and Reconciliation Week The Local Government Regional NAIDOC Awards were held, celebrating the contribution and achievements of Aboriginal and Torres Strait Islander communities in Wollongong, Shellharbour, Kiama and Shoalhaven local government areas The Lord Mayor’s Elders Luncheon was held to acknowledge and pay respect to the contribution that local Aboriginal Elders make to our community",16,0.6851844393213591,NSW_Unknown_Urban_2025_alignment
"New infrastructure was delivered at the Memorial Gardens and Wollongong Lawn Cemetery, including the completion of stage four of the front garden and construction of five new beams",17,0.6172742942969005,NSW_Unknown_Urban_2025_alignment
"128 North Macquarie Road, Calderwood Monetary contributions Body Function Byarong Creek (Mt Keira) Bushcare Riparian restoration City Beach Dunecare Dune restoration Clifton Bushcare Bushland restoration Coachwood Bushcare Unanderra Bushland restoration Coledale Bushcare Sea cliff restoration Colvin Street Bushland restoration Compton Street Bushland restoration Compton St FiReady Asset Protection Zone maintenance Emperor Court Bushcare Bushland restoration Farmborough Waterfall Bushcare Bushland restoration Figtree Oval Bushcare Riparian restoration Friends of the Botanic Gardens Through active volunteering, the Friends foster community interest in the garden, promote the role of education in the garden, and support the development of the garden by raising funds for specific projects",15,0.9972810447216034,NSW_Unknown_Urban_2025_alignment
2025 Update Actions Status Comment Develop and implement the Floodplain Risk Management Plans Significant progress was made in developing and implementing Floodplain Risk Management Plans The adoption of the Allans Creek and Fairy and Cabbage Tree Creek Flood Risk Management Studies and Plans were followed by critical updates and publication to support internal coordination and community access,13,0.9751744567155838,NSW_Unknown_Urban_2025_alignment
A trial program offering free pool entry for children during the school holidays encouraged youth participation at Corrimal and Dapto pools,6,0.656107238382101,NSW_Unknown_Urban_2025_alignment
"Service Optimisation Program, launched in July 2024 has provided a structured and data informed approach to identifying service improvement opportunities",9,0.871379430671533,NSW_Unknown_Urban_2025_alignment
