doi,text_id,text,sdg,labels_negative,labels_positive,agreement
10.18356/2dd5352f-en,8ed7e5646300301b114e5ac7fc5f3017,"For indigenous peoples, health is a broad and holistic concept encompassing the spiritual, the intellectual, physical and emotional dimensions. Essential is the coexistence of the past, present and future, ensuring an intergenerational continuum, including both individual and communal perspectives. The right to health in these documents is applied at the level of the individual.",3,0,9,1.0
10.1787/9789264120914-3-en,8cd24aa0b531aaa0ca2849daa9197cd6,"Nationally comparable data on health outcomes and mortality amenable to health care are needed to highlight differences across socio-economic and geographical cross-sections of the Swiss population. Information on the quality of care delivered by health service providers is too often limited to acute care and only available through local or cantonal-level initiatives. Switzerland remains largely dependent on individual clinicians to keep up with best practice themselves, and has only limited capacity to benchmark the quality of health care services across the country. While consumers have significant choice between multiple health care providers, they often have surprisingly little information on quality to inform their choices.",3,0,9,1.0
10.18356/1c11fde8-en,ff438f0f6a6c816001b330a5ce879de2,"The Board reiterates its view that measures taken in various states of the United States to legalize the production, sale and distribution of cannabis for nonmedical and non-scientific purposes are inconsistent with the provisions of the international drug control treaties. The limitation of the use of controlled substances to medical and scientific purposes is a fundamental principle which lies at the heart of the international drug control legal framework which cannot be derogated from. Regardless of whether they are federal or unitary States, all parties to the conventions have a legal obligation to give effect to and carry out the provisions of the convention within their own territories.",3,0,3,1.0
10.6027/9789289329583-1-en,fe24a722ae2f2ebf321788be2ff85fcb,"The evidence, however, is less reliable than the corresponding evidence for smoking. However, healthcare and productivity costs associated with specific dietary patterns, and specific foods, are disputable, due to the unclear relationships between diet and future health outcomes. The cost-effectiveness of interventions designed for changing health behaviours is largely unknown.",3,0,6,1.0
10.1787/9789264289062-4-en,2b9b1693fc22a6e7c23da2a5806af5bd,"Particular attention should be paid to targeting investment towards populations, care segments and regions which lag behind. Quality improvement measures must be implemented at all level and their impact on process and health outcomes better monitored. Pay-for-performance arrangements could be based on improvements in these health outcomes, rather than on process measures or the occurrence or avoidance of rare events. Quality improvement initiatives should also prioritise further modernisation of health information systems, in order to integrate health care data and support continuity and coordination of care for patients. To accelerate improvement in health outcomes and close the gaps in key health indicators, greater public funding is likely to be required.",3,0,9,1.0
10.1787/9789264208605-7-en,1cbd06fe251a1d57792fae605bdf465a,"For preventive activity such as the general health check, however, they are paid an additional fee, incentivising them to offer this service. This focuses on improving health and reducing health inequalities across four priority areas: investing in a life-course approach, tackling the major non-communicable and communicable diseases, strengthening health systems and creating resilient communities. Most of the content around tackling non-communicable diseases, however, focuses on implementation of existing declarations and strategies such as the Framework Convention on Tobacco Control or the Global Strategy on Diet, Physical Activity and Health.",3,0,3,1.0
10.1787/9789264173446-7-en,0c8fdb735879c366df5150ac4384114e,"A functional primary care system where a family physician serves as the co-ordinating hub for complex patient care, ensuring that medicines and treatment regimens are properly reviewed over time will help ensure that complex care needs arising from chronic disease are catered for. A good example of a community programme in Korea today is the Gwang Myeong registration project which focuses on diabetes and hypertension management (see Box 3.1 below). This pilot project is run by the Gyeonggi Provincial Government and involves collaboration between the Ministry of Health and Welfare, the Korean Centre for Disease Control, Gyeonggi Provincial Government, Gwang Myeong metropolitan health centre, provincial medical care institutions and pharmacies, and the hypertension/diabetes mellitus control centre.",3,0,3,1.0
10.18356/7d5576e0-en,2b6ca16e36e55d40c756c329d710fbff,"See C. Correa, “Protecting Test Data for Pharmaceutical and Agrochemical Products under Free Trade Agreements”, in Negotiating Health, pp. As mentioned before, however, it is widely recognized that this obligation creates insurmountable barriers for generic producers in terms of financial resources and time. Where the protected data concern off-patent substances, a data exclusivity regime therefore erects an important new market access barrier for generic producers.",3,0,3,1.0
10.1787/9789264173446-7-en,6bbd227ce1d66b4b4ac9a65bc79e0f6b,"In addition, attending hospitals and clinics are provided with KRW 1 000 per registration for persons aged 65 and over and KRW 5 000 per registration for persons aged under 65. Funding for the scheme is split between National Government (50%), Provincial Government (15%), and the Gwang Myeong Municipality (35%). The programme has been running since 2009 and will be expanding to three other Korean cities.",3,1,8,0.7777777777777778
10.1787/09e92b30-en,f50f5707f77f84b5760b9dad1604220c,"It would be preferable to increase the add-on payments for difficult cases to progressively eliminate these disparities, as DRG payments could allow only a partial reduction of the heterogeneity of patients across establishments (Milcent, 2016a, Veran, 2016). They may also give incentives to optimise the reporting of activity and overstate the difficulties of each patient. In France, DRG groups capture less than half of patients’ heterogeneity (Milcent, 2016b), and up-coding (i.e. deliberately overstating the case-mix) appears significant, as in the United States (Milcent, 2016a and 2016b, Dafny, 2005). Moreover, as in primary care, the payment structure provides little incentive for prevention and co-ordination between care providers.",3,1,8,0.7777777777777778
10.1787/9789264239487-6-en,0782e88ecbbc2b05c376cd7715ff3f22,"The government’s 2020 Vision states that by 2020, everyone will live longer, healthier lives at home, or in a homely setting. It sets out as significant challenges Scotland’s public health record, changing demography and the economic environment. The document cites as a key challenge an anticipated 25% rise in the proportion of people aged 75 and over in Scotland in the next ten years. This rise is likely to be accompanied by more chronic disease, and growing numbers of older people with complex needs such as dementia. It estimates over the next 20 years, demography alone could increase expenditure on health and social care by over 70%. The 2020 Vision reiterates die ambition of integrated health and social care, and a focus on prevention and self-management.",3,0,9,1.0
10.1787/223159ab-en,9a421e2aad18f65b46cd9c6a5d2dd51d,"However, it is possible that although coded as the underlying cause, some of these deaths were precipitated by another condition such as influenza or CVD (Ho and Hendi, 2018). For example, in England and Wales, over a third of all deaths with an underlying cause of dementia or Alzheimer’s disease are reported to also have a respiratory disease mentioned on the death certificate (ONS, 2016a). Although the reasons for the seasonal pattern in deaths from dementia and Alzheimer's disease are not clear, it may be related to the greater vulnerability of people with these conditions to respiratory diseases.",3,0,3,1.0
11.1002/pub/80a85799-72748942-en,c7b2b1699c8bd4114529f57af8445b92,"This is forward-looking in that it does not hinder the future use, or development, of technologies. The OECD approach was adopted by the European Commission in 2013 to benchmark deployment of eHealth among general practitioners in the European Union (EU) and more recently by Brazil.8 The Working Group on ICT measurement of the Statistical Conference of the Americas, coordinated by the National Statistics Office of the Dominican Republic and Economic Commission for Latin America and the Caribbean is adapting the OECD model survey for use in Latin America. What is clear from the table is that the nature and scope of data collected by these organizations is a distinct reflection of their mandates.",3,3,0,1.0
10.18356/922d178c-en,2bd5ea068e34b6efe6bfe3667efbb110,"Out of this figure, half was contributed by mothers aged between 15 and 24, and the other half by mothers aged between 25 and 29 (Iran, Civil Registration Organization, 2010). Considerable health risks are associated with unintended pregnancy and clandestine abortion where there are no routine pre- or post-abortion health-care services (Hosseini-Chavoshi and others, 2012). Among teenage women in developing countries, health risks associated with unintended pregnancy include higher rates of anaemia, pre-term labour and low birth weight (P£rez-Lopez, 2011). Moreover, in the event of an unwanted pregnancy being carried to term, the risks to the child include stillbirth, low birth weight, mental and physical dysfunction, or neonatal death due to neglect (Marston and Cleland, 2003a).",3,0,4,1.0
10.1787/5js1qwkz2p9s-en,bc523db71383cb8b078a6b69c51567bb,"Table 3 illustrates the size of the underreporting bias, by displaying the rates of hazardous drinkers before and after correction in 10 OECD countries. These estimates corroborate Canadian findings showing that the proportion of adults drinking above 40 grams of pure alcohol daily increases from 5% to 20% after correction in men and from 1% to 6% in women (Shield and Rehm, 2012). This permits to limit smearing data with other sources of bias.",3,0,4,1.0
10.1787/5kmfp51f5f9t-en,c867eead6de24d28c425cea1da5bfd01,"Similarly, Korea, Mexico, Portugal and the United States underperform in the treatment of infectious diseases. In practice, however, except for the preliminary data on amenable mortality recently developed at the OECD, comparable cross-country data on outcomes by disease are seldom available.12 Measuring inputs and costs per disease also faces obstacles (Heijink and Renaud, 2009) as the lack of information on ambulatory care practices and pharmaceutical consumption makes it difficult to fully document a care episode. Deriving cross-country efficiency estimates at the disease level, except for a few specific illnesses, is thus currently not possible.",3,0,9,1.0
10.1787/9789264208445-6-en,6e3e694c0d43d65435b251a8e84f3a86,"This information gap will lead to poorer treatment options for patients, and a lack of understanding for patients. As primary care practitioners in a number of countries are being asked to do more and deliver a wider range of services for mild-to-moderate mental illness - many GPs are being asked to delivery cognitive behavioural therapy, for example (see Table 2.5) - levels of confidence in the ability to effectively care for patients -will make the difference between poor, average and excellent quality of care. Effective care at a primary care level includes appropriate diagnosis of disorders, initiation and management of treatment, referral and case management, and the long-term management of some cases of mild-to-moderate disorders using the principles of chronic disease management (Ford et al.,",3,0,3,1.0
10.1787/9789264225817-8-en,009408d19e771891fcce817c7c7316db,"Following their concerns that physicians across the Japanese health system were not able to identify signs of psychological distress which could help reduce suicide, the Japanese Medical Association reports that they began sharing information and guidance on depression with all doctors, first in 2004 and then again in 2009. At present, only indicators on the rate of seclusion and restraint, and involuntary admission, are collected by providers and at a Prefectural level. Systematically collected information on the mental health care system is limited to structural indicators - facilities, staff numbers, bed numbers.",3,0,3,1.0
10.18356/7d5576e0-en,4a2d7378bd56d12b98eebf2556d39bb8,"Most developed countries have such mechanisms in place. The objective would be to prevent parallel imports to developed countries, where such imports would prevent the patent holders from reaping their main benefits. Note that the European Court of Justice (ECJ) has admitted parallel imports within EU member States even where the product at issue was not patented in the (EU) country of first sale.",3,8,1,0.7777777777777778
10.1787/9789264262782-5-en,8f54b0354426b3571c67153476032134,"Specialists are concentrated in large cities and shortages are a particularly pressing issue in rural areas. Shortages in emergency medical specialists, anaesthetists, intensive care specialists and ophthalmologists are reportedly particularly pressing in rural areas. Rural municipalities have tried a number of initiatives to attract specialists, including salary supplements and free accommodation. Shortages persist, however, signaling a complex problem that is likely to need additional initiatives (such as improvements to rural schooling and other services) to attract health professionals and their families. The demand for specialised nurses, such as surgical nurses and intensive care nurses, is particularly high in Europe, leading to a relatively high expatriation rate for nurses at 5.0%, as discussed earlier (OECD, 2015c). Although many returned to work in nursing following the 2008 global financial crisis (as it offered more stable employment compared with other sectors affected by the economic downturn), on average about 150 nurses choose to discontinue to work as nurses while about 200 to 350 nurses are trained every year.",3,0,3,1.0
10.1787/9789264283558-en,755f4e5ba5368c8a6c06000172a12e21,"Smoking rates among both boys and girls have also fallen since 2001, bringing smoking rates for young people down to the EU average. S litres higher than the EU average (see Section 5.1) although regular binge drinking5 among adults, which can be particularly damaging, is close to the EU average. Nearly one in five adults were obese in 2014, up from one in six in 2007.",3,0,4,1.0
10.1787/5jxx71lt1zg6-en,16c4a565ed62452be7dc89b9cbbc759e,How many more infants are likely to die in Africa as a result of the global financial crisis? Involuntary job loss as a risk factor for subsequent myocardial infarction and stroke: findings from the Health and Retirement Survey. The effect of recurrent involuntary job loss on the depressive symptoms of older US workers.,3,0,3,1.0
10.1787/5jrxr7qx6ctb-en,9b15d4665610c9da0939e9a7f7a34b9f,"It has been at the forefront of major trends in psychiatric treatment, such as its initiation of deinstitutionalisation in the 1960s, and development of a suicide prevention programme in 1995 (updated in 2006). In 1995, the country’s mental health care system underwent a major reform in order to improve quality of life for long-term psychiatric patients and emphasise community care (Silfverhielm & Kamis-Gould* 2000). Mental health policy has benefited from increased funding in recent years, with the most recent plan spanning 2012 to 2016.",3,1,8,0.7777777777777778
10.1787/health/glance/ap-2014-12-en,f34582abb63d32f03a970ca795352035,"But in different countries and to varying extents, they also have inherent risks. Maternal mortality - the death of a woman during pregnancy, childbirth, or in the weeks after delivery - is an important indicator of a woman’s health and status. The United Nations set a MDG target of reducing maternal mortality ratios (MMR) by three-quarters between 1990 and 2015 and achieving universal access to reproductive health by 2015. It shows clearly the differences between rich and poor, rural and urban, with the vast majority of deaths occurring in resource-poor settings, and most being preventable (WHO, 2011a).",3,0,3,1.0
10.1787/9789264124523-6-en,1b2155ec06f36b920cd573ec2276e8c8,"However, there are typical factors generally improving treatment access and treatment adequacy, which have been promoted by guidelines from the American Psychiatric Association and the National Institute for Clinical Excellence in the United Kingdom. No specialist” includes general practitioner, pharmacist, nurse, social worker or “someone else”. Similar successful initiatives have been undertaken by the Australian Government (“Better Access” initiative, “Access to Allied Psychological Services” initiative, see above, e.g. Harris et al., In most of the countries participating in the current project, a majority of psychiatric inpatients will be discharged within one week from the psychiatric clinic.",3,0,5,1.0
10.1787/9789264230491-4-en,63e5119fe773cf6ba2c00b966d8d10c8,"Other key institutions include the network of Servicios Estatales de Salud, or government-funded State Health Services (SHS), for those without employment-linked insurance. Prior to Seguro Popular, these individuals would have had access to SHS but been liable to a user-fee. Now, nearly all Mexicans have access to a health insurance plan. The significant increase in SP affiliation represents an important step towards universal health coverage (UHC).",3,1,8,0.7777777777777778
10.18356/6ef2e6fd-en,93742e6663b0dbb1a099559b61b8bf5a,"More than 2,000 patients are registered for the online service for video consultations and prescriptions. Doctors can access medical records as well as heart rate, blood pressure and other biosignal data, which are uploaded to the system by various devices. Patients access the Ningbo Cloud Hospital website to make appointments, and the system refers them to hospitals that provide optimal medical services digitally (see figure 14).",3,0,9,1.0
10.1787/5jxx71lt1zg6-en,fa2729595076ac858d49de2b3e6f0f33,"The economy and suicide: a time-series study of the USA. -Poor and uninsured to be treated at designated hospitals and prescribed generic medicine. - Increase in user charges from €3 to €5 for public outpatient facilities, some user charges for vulnerable groups removed. -Liberalisation of pharmacies -Hospital output based funding used for hospital budget from 2013.",3,0,3,1.0
10.1787/9789264239487-6-en,9b651ece6285f7d0f7b57607932bba4d,"As in other parts of the United Kingdom, participation by Scottish primary care physicians is voluntary. For those who choose to participate, the QOF measures achievement against a range of evidence-based quality indicators, with points and payments awarded according to the level of achievement. Public scrutiny provides an additional incentive, with the performance of individual practices published on a website.",3,0,4,1.0
10.1787/9789264267787-en,b8afcbad06dbd2398a0108d18836650b,"This should encompass affording respect to patients, involving them in prioritising and planning for health care systems and promoting their voice and choice through greater health literacy. Collecting patient experience measures is pivotal to delivering health services that are truly responsive to patients’ needs. In a complementary manner, health professionals’ role must be modernised to deliver greater patient-centred care.",3,0,9,1.0
10.1787/9789264233010-5-en,d52316365793e7743072f6b9d1311d44,"However, this may be explained by long average lengths of stay in Japan, particularly for some of the specific CVD such as stroke (OECD, 2013b). When this figure is compared to overall health expenditure from OECD Health Statistics, it shows that costs per diabetic patient are around 18% higher than health care costs for the general population. This is consistent with more detailed studies which reveal that most medical costs incurred by patients with type 2 diabetes are caused by their complications and comorbidities.",3,0,9,1.0
10.1787/5jrqcn5fpv0v-en,b73a0f8a1804d2010291b26b72a784ff,"The IV procedure allows purification of the health variable from its correlation with the error term e_it, that is, from its sources of endogeneity. However, finding a strong and valid instrument is often difficult, at best. For instance, looking at the relationship between obesity and wages, Cawley (2004) used sibling’s weight as an instrument for individual weight.",3,0,9,1.0
10.1787/9789264283411-en,ebf4fabdc4be1d3162971454a8e3c508,"Pharmaceutical spending may be reduced by making more effective use of public procurement practices and encouraging the prescription of generics. Hungary reports among the highest mortality rates for both preventable cancers (e.g. lung cancer) and treatable cancers (e.g. breast, cervical and colon cancers). National programmes are in place to promote regular breast and cervical cancer screening, but the screening rates among women in the target age group remain low.",3,0,3,1.0
10.1787/9789264282735-5-en,d41ac6a41634b285192237f011081ffa,"The use of such data by the OECD is without prejudice to the status of the Golan Heights, East Jerusalem and Israeli settlements in the West Bank under the terms of international law. Health insurance coverage increased from 37% in 2004 to 83% in April 2017. Nevertheless, 17% of the population still does not have any fonn of health insurance, demonstrating that distance that remains before fully achieving UHC in Peru.",3,1,8,0.7777777777777778
10.1787/9789264283268-en,973a901fe2130344235340edbaa00646,"Alcohol consumption and smoking rates have not declined and are among the highest across the EU. Obesity rates, although still lower than in many other EU countries, are on the rise for both adults and adolescents. Encouragingly, smoking rates among adolescents declined in recent years and Austria is finally catching up with other EU countries in terms of policies for the protection of nonsmokers, for example by introducing a comprehensive smoking ban in restaurants and bars. National Action Plans on Nutrition and Physical Activity were put in place to counter the rise in obesity.",3,0,9,1.0
10.1787/9789264231726-en,eb676294bd086e482c7dac25c7268a90,"There is now considerable experience with issues related to the establishment of public-private partnerships in biomedical research and health innovation, and efficiency and effectiveness lessons can be learned from existing partnerships concerned with Alzheimer’s disease. Professional management of partnerships is a prerequisite for the efficient use of limited resources and the generation of value out of collaborative efforts. In order to leverage the full spectmm of advantages of public-private partnerships in Alzheimer’s disease, the issues and needs, ideologies, and objectives of each individual stakeholder need to be addressed upfront.",3,0,3,1.0
10.18356/39dd1e2e-en,ecc0e9770dbb09df6ccc7c059431bfa0,"Twelve per cent of all cases in 2012 were in rural areas, but this rose to 49 per cent in 2013 and 57 per cent in 2014, before falling to 22 per cent in 2015 and 10 per cent in 2016 (table 15.5). It showed that unhealthy food advertisements were highly prevalent around schools. A total of 1,459 advertisements displaying branded food products and 501 promotions displaying unbranded food products were identified in the area around 30 selected schools.",3,1,8,0.7777777777777778
10.1787/9789264283527-en,51c39cb2041a703130924e8195639c0c,"Private VHI has been growing over the years, but still only accounts for 5% of health financing, converging with the EU average. The total number of inpatient hospital beds has declined (2006-16), partly due to an increase in day surgery and the bolstering of the long-term care network. There has also been a decrease in the number of psychiatric beds by promoting mental health patients' integration into their communities. Secondary and tertiary care is mainly provided in hospitals, although some primary care centres employ specialists who provide specialist ambulatory (or outpatient) services. Dental consultations, diagnostic services, renal dialysis and rehabilitation are most commonly provided in the private sector.",3,0,3,1.0
10.1787/5k4dlw04vx0n-en,9a48232740a73ac49f5f88d80f4a16de,"Health insurers had insufficient incentives because of the still prevailing substantial ex post compensations and a lack of adequate instruments because of remaining government regulation of prices, supply and entry in various sectors. These problems were further compounded by a lack of an adequate system of product classification (DBCs) and a lack of reliable and publicly available quality information (performance indicators) due to insufficient patient level data and an inadequate information infrastructure (OECD 2010b, Klazinga etal., The latter is explicitly formulated as keeping public health care expenditure within an annual growth rate of 3 lA per cent.",3,0,6,1.0
10.1787/9789264121164-7-en,fbd4d8b94ce176b920c68def55042517,"In 2006, the Washington Group on Disability Statistics approved a “short set” of six disability questions for use in population censuses, covering the domains of seeing, hearing, walking, cognition, self-care and communication. The Group is currently pursuing the field-testing of an “enlarged set” of questions for use in household surveys, covering the 10 domains of vision, hearing, upper body, learning, cognition, affect, pain, fatigue and communication (United Nations, 2010).",3,0,4,1.0
10.1787/5k912j389bf0-en,0c13928f098ec69c3a68750965a0854e,"It is not clear why the dummy variables included in earlier models to represent the organisation of the health system directly were not retained. Therefore, there would be an expansion of morbidity over time with increasing life expectancy. Regression output, while shown for all prior models, is not shown for this last model. The reasons why this final model was chosen are not discussed.",3,0,9,1.0
10.1787/9789264283268-en,63a5e6dfde368a1cf09b61db5fb89f29,"On the other hand, while overall alcohol consumption is high, binge drinking1 rates in Austria (19%) are slightly below the EU average (20%) Among adolescents in 2013-14,20% of 15-year-old girls and 27% of 15-year-old boys reported having been drunk at least twice in their life - shares similar to the EU average. While this share is still lower than in most other EU countries, it has increased substantially since 1999, when only 9% of Austrian adults were obese. Austrian adults are among the most physically active in the EU, but physical inactivity among 15-year-olds is relatively high.",3,0,9,1.0
10.1787/9789264208469-5-en,c405d5eecb9a2f120eb381c93fcd4874,"The implementation of incentive structures through quality contracting and targeted reimbursement would further enhance performance. In Norway, the health care system is semi-decentralised, with municipalities responsible for the primary health care sector and the central government responsible for the specialised health care sector. Nevertheless, there are areas that can be strengthened given its recent health reforms.",3,0,3,1.0
10.1787/9789264267787-en,9308140ec1eb0cbb780ec7c63a895981,"Some localised efforts to improve collection of indicators of mental health care quality have been started, but are not rolled out nationally. Japan should look to establishing national collection of some key indicators that are still presently lacking. A better information infrastructure is essentia] for building stronger mental health care systems.",3,0,9,1.0
10.1787/9789264191136-4-en,790aa34a21a91363a356a5c9aa124113,"For this, Denmark should continue to monitor the equity impact of any major reform affecting health services such as the hospital specialisation reform. Using its data advantage, Denmark may wish to pioneer monitoring of the frequency of travel to hospitals for treatment. Reporting average travel times to the nearest hospital, the performance of ambulances, and the extent to which patients have had to travel to reach primary care or emergency services, as in the Netherlands, would be important. While greater use of mobile teams as in the Netherlands and ambulance services as in France come at high unit costs, these should be traded off against safety considerations.",3,0,9,1.0
10.1787/5jlz3kbf7pzv-en,bf3968d64f6a25d2fac9ef4c85bf9c67,"Therefore, they affect larger shares of population (for instance in Switzerland and the Netherlands). In countries where health coverage is mainly linked to occupation, policies ensuring universal access to health coverage are all the more important in times of crisis. Countries have to make sure that people who lose their job do not lose health coverage at the same time.",3,0,3,1.0
10.1787/9789264262782-5-en,ab35ed163da7a83bb72e5ba56e02739c,"All providers including GPs, hospitals and pharmacies and patients will participate in e-health in which they can share data on patients including their diagnoses, health care services received such as diagnosis and treatment and medication prescribed and purchased. It is anticipated that patients will use a card containing their unique patient ID to pay for all health services and medications, allowing their health care utilisation data to be collected. Providers will need to provide information about patients including their diagnoses, treatment provided and medication prescribed in order to get reimbursed by NHS and this will be linked with the utilisation data in the e-health system. The system should allow' access to health information via the internet, allowing patients to engage more in taking control of their own health conditions.",3,0,9,1.0
10.1787/eco/surveys-bra-2015-6-en,7ce47874b6320f45df65df45875ddc2b,"To facilitate access to health care, Brazil should train more doctors and nurses, especially in family medicine, and strengthen incentives for them to move into underserved areas. Explicit targets for expanding capacity to reduce waiting times could also help to ease difficulties in access. Improving the governance of the system requires strengthening the role of regional networks and a better co-ordination of health care services, especially beyond primary care.",3,0,4,1.0
10.18356/d787867d-en,ce5d58fc715ca0bb19bdd32bccc573cc,"In Colombia, the Subsidized Compulsory Health Plan (POSS) for older persons enables all those aged 45 and over to undergo a complete medical examination and laboratory tests every five years to detect preventable diseases in good time. Although these packages are not the solution for the major diseases, they are undoubtedly examples that can be replicated and extended to countries that still have a long way to go in upholding the universal right to health. According to WHO (2003), it is therefore vital to reinforce health systems and establish priorities for developing health systems if such gaps are to be addressed. Diagnosis and treatment of medical and surgical emergencies (max.",3,0,3,1.0
10.1787/9789264173446-7-en,47071a4230a61a3ca37773b014adcabe,"Often, this will be all the patient needs but in the case of a need for referral for acute care, this can be done in such a way that takes into account the totality of a patient health care needs. Ultimately, such a system could help in identifying resource needs and priority setting for successful outcomes. A key facet of Korea’s registration projects has demonstrated the benefits of proactive outreach both in raising awareness about risky health behaviours that might lead to the development of chronic disease and also in moderating lifestyle habits of those with established chronic disease.",3,0,8,1.0
10.1787/9789264283343-en,b987148fe047156993ea16f7b0a2a7a9,"This equates to 10.3% of GDP - up from 9.1% in 2005 and above the EU average of 9.9%. Public financing made up 84% of the expenditure, the second highest proportion in the EU, with the remainder mainly funded by out-of-pocket payments concentrated heavily on prescription drugs and dental care. This suggests that the health care system is effective in treating life-threatening conditions.",3,0,9,1.0
10.18356/af3bcc31-en,543ee84500474f5a777ed3b6af974b97,"Similarly, indigenous peoples were three times as likely as non-indigenous people to live in houses in need of major repair, and over 22 per cent of dwellings in indigenous communities in 5 provinces and 3 territories (Manitoba, Saskatchewan, Northwest Territories, Yukon, and Nunavut) were in need of major repair in 2006, compared with an average of 7.0 per cent in non-indigenous communities in Canada. Trans-cultural Psychiatry, 35:191-219. Postcolonial Suicide among Inuit in Arctic Canada"".",3,0,3,1.0
10.1787/9789264283367-en,ced25018b6d3a0f5c7340eac72cba871,"Health centres commonly have General Practitioner (GP)-run inpatient units, largely for chronic and long-term care patients. Tertiary care is delivered in five university hospitals. Patients need a referral to access specialist care, except for emergency cases. Emergency care is provided 24 hours a day/7 days a week by health centres and hospitals, while changes are being implemented to concentrate a wide scope of emergency care in 12 major hospitals.",3,0,9,1.0
10.1787/5k912j389bf0-en,73d45714124848e9e3c74df6d9d06136,"Ashgate: European Centre Vienna: 527-556. Dynamic General Equilibrium Modelling for Forecasting and Policy. The approach used has the merit of being “technology-specific” as it treats technologies at an identifiable, descriptive level, and measurable level. It should be noted that the estimates were illustrative only, and intended to give some insights as to whether the impacts of new technologies were likely to be expenditure increasing or decreasing, rather than to accurately estimate the magnitude of those impacts.",3,8,1,0.7777777777777778
10.1787/9789264283299-en,8fad44740b7e315bac2842c61211a106,"Belgium implemented comprehensive smoking cessation services, and smoke-free policies were also implemented (WHO, 2015). As in many other countries, mass media campaigns were launched to promote the '5 a day’ target for fruit and vegetable consumption. Belgium imposed a tax on sugar-sweetened beverages in 2016, as is the case in France and Finland, but abandoned a sugar tax on food products.",3,0,9,1.0
10.1787/9789264168091-7-en,bf5ac9fc362056117cb3738cbde4bc1e,"While most countries have no limits for mortality registration, some countries impose a lower limit on gestational age and/or weight threshold for a death to be counted as a “death after live birth”. This limit is higher for the Russian Federation (28 weeks) than for other countries (see OECD, 2009). Results appear to be in the form of confidence intervals. Lower death rates reached the more problematic groups (25- to 39-year-olds) last.",3,0,9,1.0
10.18356/7921771c-en,ba4a89b4db63964d8937cf5dd7c78715,"Finally, the ongoing challenges of a lack of human and financial resources, as well as a lack of adequate data and research methodologies, limit the capacity of governments to design policies that could serve to build an intercultural health system. Efforts that codify, protect and advance the individual and collective rights of indigenous peoples, particularly indigenous women, will therefore also have positive health impacts. Furthermore, there must be ongoing integration of the perspectives and needs of indigenous peoples into global health programmes, plans, projects and policies, including initiatives to achieve the Millennium Development Goals. In order to design more effective health policies, there must also be concerted efforts to create improved systems of data collection and research methodology, including research into traditional medicine that incorporate the participation of indigenous communities and reflect cultural and social considerations relating to the health of those communities.",3,1,8,0.7777777777777778
10.1787/5jrxr7vj1g9v-en,65764956c700ed4fc3e08374f0c0731f,"A study from the King’s Fund and the Centre for Mental Health (Naylor et al., Mental illness is responsible for 23% of England’s total burden of disease, but receives only 13% of NHS health expenditures (Centre for Economic Performance, 2012). These regional commissioning bodies were PCTs, but have been replaced by Clinical Commissioning Groups as part of the NHS reforms detailed in section 3.1. Following the current NHS reforms, a percentage of the health care budget is to be directed towards Public Health England, to be used by Local Authorities to commission public health services.",3,0,9,1.0
10.1787/9789264122314-4-en,931639e36872e28f30b28846054d2e32,"Performing a retrospective data analysis using medical claims, for example, can produce information reflective of specific populations (for example, a particular combination of chronic conditions of interest) that RCTs cannot easily replicate. Each of these options needs to be reviewed to assess how well they can provide evidence to treat people with multiple chronic conditions. In these countries, chronic disease is already responsible for over half of the burden of disease.",3,0,3,1.0
10.1787/9789264283466-en,57fa25f80d0c449150e8b7e9b00a00f3,"Low salaries and difficult working conditions make it difficult to recruit and retain a sufficient number of skilled health workers. Since Latvian doctors and nurses are generally considered well-trained and highly competent many of them have found employment elsewhere in Europe, particularly after the financial crisis (Section S.2). However, the number of discharges remains slightly above the EU average.",3,0,8,1.0
10.18356/5eb5ad13-en,939cea8994193c29313c6c5331175fbb,"Between 1996 and 2013, the percentage of Governments with policies to raise fertility has also increased in developing regions, from 8 per cent in 1996 to 14 per cent in 2013), while the percentage with policies to lower fertility has remained mostly unchanged (56 per cent in 1996 and 57 per cent 2013). In 2013, the percentage of Governments with policies to lower fertility was highest in Africa (83 per cent), whereas the percentage of Governments with policies to raise fertility was highest in Europe (73 percent). Early childbearing also increases the risk of maternal death or physical impairment, and children born to young mothers tend to have higher levels of morbidity and mortality.",3,0,9,1.0
10.1787/5jz159228n6j-en,60f8726198e3d5318b9f238ef7e78ecc,"As people without public health care coverage have to finance their health care services through private insurance or out-of-pocket payments they are especially sensitive to a drop in personal income. This is especially true for low income people who may forego or postpone health care services because too expensive. Devaux and de Looper (2012), comparing equity of access to health care services in 19 OECD countries, find that in countries with higher public expenditure the frequency of doctor visits are more equally distributed among people of different incomes. Also, Devaux and de Looper (2012) show that inequality in specialist (dental) visit is increasing in the share of out-pocket payment as percentage of total expenditure on specialist (dental) care.",3,0,4,1.0
10.1787/eco/surveys-chn-2010-11-en,02ad573a43907b0875a17fe4350fe7cc,"Coverage, however, is far from universal. In 2005, only slightly more than half of employees registered urban residents and only 15% and 36% of unofficial rural and urban employees had cover - a total coverage rate of just over 40% of the urban working population (excluding those engaged in agriculture). This scheme, together with the rural system, covered just a quarter of health care expenses in 2001. Outpatient costs are met through the individual’s medical saving account.",3,1,8,0.7777777777777778
